SX5E Index,,TPX Index,,UKX Index,,IBEX Index,,SPX Index,,LBEATREU Index,,AEX Index,,INGEHIH LX Equity,,INGGOPC LX Equity,,INGEHYC LX Equity,,SGEURSE LX Equity,,SGIDXIW LX Equity,
41145,2434.23,41117,726.44,41137,5834.51,41143,7340.7,41134,1404.11,41137,199.8144,41143,332.08,41145,6186.21,41143,283.91,41143,319.36,41129,772.63971,40976,999.4
41144,2429.17,41116,714.91,41136,5833.04,41142,7544.5,41131,1405.87,41136,199.5225,41142,335.92,41144,6190.42,41142,284.69,41142,322.49,41128,775.04718,40975,989.61
41143,2452.73,41115,706.46,41135,5864.78,41141,7469.6,41130,1402.8,41135,199.8191,41141,333.85,41143,6200.1,41141,286.32,41141,319.88,41127,765.7901,40974,982.59
41142,2490.27,41114,717.67,41134,5831.88,41138,7561,41129,1402.22,41134,199.9489,41138,335.77,41142,6200.52,41138,288,41138,321.24,41124,757.16492,40973,994.08
41141,2466.32,41113,720.62,41131,5847.11,41137,7417.3,41128,1401.35,41131,200.1014,41137,333.75,41141,6195.53,41137,285.56,41137,318.38,41123,727.30811,40970,1000
41138,2471.53,41110,733.82,41130,5851.51,41136,7128.9,41127,1394.23,41130,199.8352,41136,333.18,41138,6180.27,41136,284.46,41136,313.5,41122,747.13892,,
41137,2456.53,41109,747.13,41129,5845.92,41135,7124.8,41124,1390.99,41129,199.6684,41135,332.89,41137,6174.69,41135,283.33,41135,314.71,41121,745.32928,,
41136,2430.39,41108,740.46,41128,5841.24,41134,7069.6,41123,1365,41128,199.299,41134,331.38,41136,6173.89,41134,283.07,41134,312.72,41120,750.43182,,
41135,2432.29,41107,743.38,41127,5808.77,41131,7047.7,41122,1375.14,41127,199.6669,41131,333.5,41135,6169.1,41131,285.11,41131,314.07,41117,739.24188,,
41134,2415.96,41103,746.34,41124,5787.28,41130,7110.2,41121,1379.32,41124,199.1564,41130,334.66,41134,6166.04,41130,285.66,41130,315.08,41116,725.0993,,
41131,2423.22,41102,747.49,41123,5662.3,41129,7150.2,41120,1385.3,41123,199.2165,41129,332.04,41131,6166.43,41129,282.91,41129,314.33,41115,698.82391,,
41130,2437.04,41101,757.29,41122,5712.82,41128,7211.1,41117,1385.97,41122,199.0384,41128,334.32,41130,6170.07,41128,281.28,41128,315.73,41114,696.28589,,
41129,2432.28,41100,758.6,41121,5635.28,41127,7053.6,41116,1360.02,41121,199.1401,41127,330.4,41129,6160.18,41127,278.96,41127,310.8,41113,703.38098,,
41128,2440.24,41099,763.93,41120,5693.63,41124,6755.7,41115,1337.89,41120,198.6689,41124,330.43,41128,6152.87,41124,278.41,41124,306.36,41110,723.38641,,
41127,2399.32,41096,771.83,41117,5627.21,41123,6373.4,41114,1338.31,41117,198.123,41123,322.16,41127,6128.65,41123,275.97,41123,295.86,41109,741.09161,,
41124,2372.58,41095,776.37,41116,5573.16,41122,6720,41113,1350.52,41116,198.0321,41122,327.71,41124,6156.96,41122,276.89,41122,304.45,41108,733.70581,,
41123,2263.36,41094,778.7,41115,5498.32,41121,6738.1,41110,1362.66,41115,197.0138,41121,326.47,41123,6080.36,41121,276.05,41121,303.94,41107,724.20801,,
41122,2333.38,41093,777.11,41114,5499.23,41120,6801.8,41109,1376.51,41114,196.9478,41120,328.65,41122,6069.68,41120,278.29,41120,305.26,41106,724.52832,,
41121,2325.72,41092,769.34,41113,5533.87,41117,6617.6,41108,1372.78,41113,197.8944,41117,323.31,41121,6057.15,41117,275.26,41117,300.43,41103,725.13269,,
41120,2340.31,41089,770.08,41110,5651.77,41116,6368.8,41107,1363.67,41110,198.8185,41116,320.49,41120,6035.95,41116,270.84,41116,296.24,41102,714.68591,,
41117,2301.23,41088,758.81,41109,5714.19,41115,6004.9,41106,1353.64,41109,198.9557,41115,313.09,41117,6008.22,41115,268.25,41115,286.56,41101,721.13,,
41116,2251.05,41087,745.48,41108,5685.77,41114,5956.3,41103,1356.78,41108,198.8031,41114,311.74,41116,5987.99,41114,268.62,41114,285.76,41100,721.85199,,
41115,2159.09,41086,738.89,41107,5629.09,41113,6177.4,41102,1334.76,41107,198.8593,41113,312.93,41115,5976.65,41113,269.57,41113,289.4,41099,716.19592,,
41114,2151.54,41085,745.22,41106,5662.43,41110,6246.3,41101,1341.45,41106,198.5014,41110,319.75,41114,5989.33,41110,274.46,41110,297.69,41096,718.5744,,
41113,2179.31,41082,750.92,41103,5666.13,41109,6632.6,41100,1341.47,41103,198.3307,41109,322.48,41113,6000.71,41109,275.93,41109,305.06,41095,732.8136,,
41110,2237.33,41081,753.96,41102,5608.25,41108,6591.2,41099,1352.46,41102,198.3569,41108,319.16,41110,6031.13,41108,273.08,41108,303.06,41094,740.91443,,
41109,2302.45,41080,747.34,41101,5664.48,41107,6558.2,41096,1354.68,41101,198.1561,41107,315.3,41109,6029.28,41107,271.23,41107,299.26,41093,741.95599,,
41108,2284.7,41079,734.69,41100,5664.07,41106,6532.1,41095,1367.58,41100,197.4582,41106,315.98,41108,6016.51,41106,270.22,41106,299.39,41092,733.47339,,
41107,2250.75,41078,738.81,41099,5627.33,41103,6664.6,41093,1374.02,41099,196.9022,41103,314.6,41107,6004.78,41103,270.83,41103,299.12,41089,724.94879,,
41106,2251.96,41075,726.57,41096,5662.63,41102,6630.1,41092,1365.51,41096,197.276,41102,311.42,41106,6003.23,41102,267.93,41102,294.55,41088,692.98212,,
41103,2259.09,41074,725.66,41095,5692.63,41101,6805.9,41089,1362.16,41095,196.7303,41101,312.55,41103,5998.39,41101,270.05,41101,297.95,41087,695.63788,,
41102,2228.01,41073,726.44,41094,5684.47,41100,6726.9,41088,1329.04,41094,196.8074,41100,312.41,41102,5998.58,41100,270.33,41100,296.5,41086,684.00153,,
41101,2246.23,41072,724.37,41093,5687.73,41099,6688.3,41087,1331.85,41093,196.6869,41099,308.4,41101,5997.41,41099,270.66,41099,295.35,41085,686.56818,,
41100,2241.85,41071,730.07,41092,5640.64,41096,6738.9,41086,1319.99,41092,196.31,41096,309.84,41100,5992.17,41096,273.09,41096,296.6,41081,707.45789,,
41099,2227.91,41068,717.74,41089,5571.15,41095,6954.2,41085,1313.72,41089,195.5998,41095,312.97,41099,5976.15,41095,275.32,41095,301.75,41080,710.31238,,
41096,2235.51,41067,730.75,41088,5493.06,41094,7168.5,41082,1335.02,41088,194.5694,41094,314.83,41096,5978.28,41094,274.26,41094,305.85,41079,706.09442,,
41095,2284.92,41066,718.56,41087,5523.92,41093,7219.5,41081,1325.51,41087,194.4712,41093,314.34,41095,5984.93,41093,272.87,41093,306.43,41078,692.95532,,
41094,2312.41,41065,708.24,41086,5446.96,41092,7124,41080,1355.69,41086,194.7454,41092,310.27,41094,5978.87,41092,269.58,41092,303.49,41075,696.7641,,
41093,2320.43,41064,695.51,41085,5450.65,41089,7102.2,41079,1357.98,41085,195.5241,41089,307.31,41093,5971.25,41089,267.77,41089,300.35,41074,686.31921,,
41092,2292.08,41061,708.93,41082,5513.69,41088,6721.7,41078,1344.78,41082,195.582,41088,297.22,41092,5945.21,41088,263.14,41088,287.74,41073,685.11481,,
41089,2264.72,41060,719.49,41081,5566.36,41087,6666.9,41075,1342.84,41081,195.546,41087,298.07,41089,5919.13,41087,264,41087,287.68,41072,686.94312,,
41088,2157.62,41059,723.62,41080,5622.29,41086,6528.4,41074,1329.1,41080,194.8189,41086,294.05,41088,5890.89,41086,260.27,41086,282.28,41071,686.64911,,
41087,2165.61,41058,727.03,41079,5586.31,41085,6624,41073,1314.88,41079,194.724,41085,294.28,41087,5889.02,41085,259.73,41085,283.69,41068,688.96552,,
41086,2127.95,41057,721.11,41078,5491.09,41082,6876.3,41072,1324.18,41078,195.1068,41082,298.76,41086,5887.82,41082,263.42,41082,291.39,41067,689.75787,,
41085,2130.71,41054,722.11,41075,5478.81,41081,6773.5,41071,1308.93,41075,195.3552,41081,301.64,41085,5886.78,41081,262.03,41081,291.94,41066,685.46198,,
41082,2186.81,41053,722.25,41074,5467.05,41080,6796.1,41068,1325.66,41074,194.4538,41080,302.95,41082,5881.05,41080,266.4,41080,293.34,41065,669.32159,,
41081,2199.42,41052,721.57,41073,5483.81,41079,6693.9,41067,1314.99,41073,194.3114,41079,301.81,41081,5875.08,41079,266.1,41079,288.88,41064,665.92059,,
41080,2207.49,41051,733.33,41072,5473.74,41078,6519.9,41066,1315.13,41072,194.957,41078,297.01,41080,5857.06,41078,263.62,41078,282.29,41061,665.95062,,
41079,2198.01,41050,725.15,41071,5432.37,41075,6719,41065,1285.5,41071,196.2569,41075,297.58,41079,5817.79,41075,261.81,41075,284.21,41060,681.7746,,
41078,2155.64,41047,725.54,41068,5435.08,41074,6696,41064,1278.18,41068,196.7359,41074,291.98,41078,5828.34,41074,259.02,41074,276.55,41059,682.73212,,
41075,2181.23,41046,747.16,41067,5447.79,41073,6615.3,41061,1278.04,41067,196.6998,41073,291.6,41075,5811.59,41073,259.6,41073,275.77,41058,695.83838,,
41074,2148.21,41045,738.88,41066,5384.11,41072,6522.5,41060,1310.33,41066,197.1979,41072,292.01,41074,5795.74,41072,261.83,41072,277.74,41054,692.41638,,
41073,2143.5,41044,747.4,41061,5260.19,41071,6516.4,41059,1313.32,41061,197.6602,41071,291.39,41073,5799.42,41071,258.29,41071,278.56,41053,690.3772,,
41072,2143.38,41043,756.68,41060,5320.86,41068,6552,41058,1332.42,41060,197.0056,41068,291.73,41072,5809.52,41068,261.22,41068,280.96,41052,684.21307,,
41071,2137.7,41040,758.38,41059,5297.28,41067,6438.1,41054,1317.82,41059,196.3727,41067,292.9,41071,5834.03,41067,260.09,41067,281.11,41051,702.72351,,
41068,2143.9,41039,765.42,41058,5391.14,41066,6418.9,41053,1320.68,41058,196.4017,41066,291.39,41068,5802.55,41066,260.77,41066,281.5,41050,688.92383,,
41067,2143.08,41038,765.83,41057,5356.34,41065,6267.8,41052,1318.86,41057,196.4083,41065,284.99,41067,5795.05,41065,254.67,41065,274.55,41047,684.2016,,
41066,2137.73,41037,776.57,41054,5351.53,41064,6239.5,41051,1316.63,41054,196.6042,41064,283.07,41066,5760.52,41064,251.49,41064,272.73,41045,694.59003,,
41065,2087.31,41036,772.06,41053,5350.05,41061,6065,41050,1315.99,41053,196.6453,41061,283.77,41065,5751.4,41061,254.56,41061,271.16,41044,696.29639,,
41064,2078.96,41031,792.87,41052,5266.41,41060,6089.8,41047,1295.22,41052,196.0218,41060,290.09,41064,5751.59,41060,260.02,41060,276.04,41043,703.11169,,
41061,2068.66,41030,789.49,41051,5403.28,41059,6090.4,41046,1304.86,41051,195.7706,41059,290.66,41061,5750.28,41059,260.98,41059,277.4,41040,719.7428,,
41060,2118.94,41026,804.27,41050,5304.48,41058,6251.7,41045,1324.8,41050,195.3161,41058,295.27,41060,5768.34,41058,262.93,41058,282.51,41039,716.9762,,
41059,2116.18,41025,810.1,41047,5267.62,41057,6401.2,41044,1330.66,41047,195.2912,41057,292.76,41059,5775.18,41057,260.38,41057,283.14,41038,709.4577,,
41058,2160.31,41024,809.49,41046,5338.38,41054,6543,41043,1338.35,41046,195.2689,41054,292.76,41058,5786.98,41054,260.19,41054,283.88,41037,711.71771,,
41057,2147.92,41023,803.94,41045,5405.25,41053,6534.4,41040,1353.39,41045,195.1526,41053,292.08,41057,5779.41,41053,259.68,41053,283.33,41036,725.4234,,
41054,2161.87,41022,809.54,41044,5437.62,41052,6440.5,41039,1357.99,41044,195.2581,41052,289.16,41054,5772.63,41052,260.09,41052,280.97,41033,716.0426,,
41053,2156.52,41019,811.94,41043,5465.52,41051,6661.3,41038,1354.58,41043,195.7749,41051,295.95,41053,5774.33,41051,260.24,41051,288.77,41032,727.38562,,
41052,2134.05,41018,814.13,41040,5575.52,41050,6524,41037,1363.72,41040,196.07,41050,290.54,41052,5781.94,41050,258.02,41050,283.07,41031,728.30182,,
41051,2192.85,41017,819.27,41039,5543.95,41047,6566.7,41036,1369.58,41039,195.9734,41047,288.77,41051,5802.27,41047,254.97,41047,281.41,41029,731.96161,,
41050,2150.16,41016,803.09,41038,5530.05,41046,6537.9,41033,1369.1,41038,195.5827,41046,290.23,41050,5775.23,41046,258.08,41046,280.2,41026,739.95441,,
41047,2144.69,41015,803.83,41037,5554.55,41045,6611.5,41032,1391.57,41037,196.2595,41045,294.99,41047,5785.56,41045,260.59,41045,284.73,41025,731.49878,,
41046,2146.91,41012,815.48,41033,5655.06,41044,6700.7,41031,1402.31,41033,195.926,41044,296.24,41046,5825.87,41044,262.88,41044,286.06,41024,731.35181,,
41045,2175.34,41011,809.88,41032,5766.55,41043,6809.4,41030,1405.82,41032,195.5168,41043,298.05,41045,5837.18,41043,263.84,41043,289.3,41023,717.40118,,
41044,2178.67,41010,805.84,41031,5758.11,41040,6995.6,41029,1397.91,41031,195.2651,41040,305.28,41044,5867.73,41040,267.03,41040,297.36,41022,705.31329,,
41043,2201.95,41009,813.43,41030,5812.23,41039,7045.7,41026,1403.36,41030,195.0582,41039,302.94,41043,5880.52,41039,267,41039,297.79,41019,726.4295,,
41040,2254.54,41008,813.69,41029,5737.78,41038,6812.7,41025,1399.98,41029,195.0383,41038,300.07,41040,5915.37,41038,267.76,41038,291.41,41018,720.5802,,
41039,2247.38,41005,825.71,41026,5777.11,41037,7006.9,41024,1390.69,41026,194.4214,41037,300.59,41039,5920.46,41037,268.9,41037,293.56,41017,730.8493,,
41038,2225.63,41004,832.57,41025,5748.72,41036,7063.2,41023,1371.97,41025,194.4906,41036,304.74,41038,5908.35,41036,270.45,41036,296.31,41016,742.42841,,
41037,2236.11,41003,835.36,41024,5718.89,41033,6876,41022,1366.94,41024,194.1641,41033,300.95,41037,5934.77,41033,268.62,41033,291.8,41015,723.59259,,
41036,2283.09,41002,851.02,41023,5709.49,41032,6851.9,41019,1378.53,41023,193.9622,41032,306.44,41036,5944.91,41032,273.09,41032,295.49,41012,721.03809,,
41033,2248.34,41001,856.05,41022,5665.57,41031,6831.9,41018,1376.92,41022,193.8009,41031,306.87,41033,5945.5,41031,275.02,41031,296.08,41011,737.69061,,
41032,2287.1,40998,854.35,41019,5772.15,41029,7011,41017,1385.14,41019,193.781,41029,308.3,41032,5933.57,41030,274.45,41029,298.77,41010,731.23029,,
41031,2290.31,40997,857.74,41018,5744.55,41026,7145.8,41016,1390.78,41018,194.0471,41026,310.75,41031,5925.88,41029,273.01,41026,301.97,41009,724.53931,,
41030,2306.69,40996,864.43,41017,5745.29,41025,7027.1,41015,1369.57,41017,194.3675,41025,310.55,41030,5909.72,41026,273.41,41025,297.04,41004,745.91718,,
41029,2306.43,40995,872.42,41016,5766.95,41024,7118.9,41012,1370.26,41016,194.1623,41024,308,41029,5890.36,41025,272.95,41024,297.46,41003,745.83582,,
41026,2344.02,40994,851.82,41015,5666.28,41023,6999.9,41011,1387.57,41015,194.0145,41023,304.68,41026,5872.54,41024,272.01,41023,291.26,41002,766.69409,,
41025,2322.69,40991,852.53,41012,5651.79,41022,6846.6,41010,1368.71,41012,194.2963,41022,301.27,41025,5866,41023,268.59,41022,287.19,41001,777.66748,,
41024,2322.91,40990,862.07,41011,5710.46,41019,7040.6,41009,1358.59,41011,194.4477,41019,309.2,41024,5829.93,41022,269.2,41019,295.39,40998,769.9848,,
41023,2284.08,40989,858.78,41010,5634.74,41018,6908.1,41008,1382.2,41010,194.0916,41018,306.76,41023,5822.55,41019,272.42,41018,293.12,40997,761.39398,,
41022,2244.83,40987,868.35,41009,5595.55,41017,7079.2,41004,1398.08,41009,193.9434,41017,309.99,41022,5812.67,41018,273.29,41017,298.53,40996,773.99872,,
41019,2311.27,40984,866.73,41004,5723.67,41016,7373.3,41003,1398.96,41004,194.2289,41016,313.18,41019,5815.27,41017,275.27,41016,304.46,40995,782.34412,,
41018,2284.67,40983,863.61,41003,5703.77,41015,7209.1,41002,1413.38,41003,194.3205,41015,306.02,41018,5813.88,41016,275.78,41015,297.82,40994,786.4505,,
41017,2327.84,40982,857.11,41002,5838.34,41012,7250.6,41001,1419.04,41002,194.8436,41012,306.12,41017,5814.69,41015,272.91,41012,298.82,40991,779.93652,,
41016,2367.05,40981,845.33,41001,5874.89,41011,7520,40998,1408.47,41001,195.1004,41011,310.88,41016,5804.42,41012,272.71,41011,305.49,40990,779.37012,,
41015,2301.19,40980,845.28,40998,5768.45,41010,7576.7,40997,1403.28,40998,195.0366,41010,307.77,41015,5793.48,41011,274.56,41010,304.78,40989,790.20343,,
41012,2291.51,40977,848.71,40997,5742.03,41009,7433.6,40996,1405.54,40997,194.5366,41009,305.91,41012,5811.21,41010,271.45,41009,302.6,40988,792.44598,,
41011,2352.24,40976,836.16,40996,5808.99,41004,7660.5,40995,1412.52,40996,194.8259,41004,314.91,41011,5800.97,41009,270.54,41004,311.25,40987,801.7384,,
41010,2341.36,40975,822.71,40995,5869.55,41003,7660.7,40994,1416.51,40995,194.6684,41003,313.87,41010,5788.64,41004,278.13,41003,311.82,40984,801.41608,,
41009,2321.53,40974,827.35,40994,5902.7,41002,7824.5,40991,1397.11,40994,194.646,41002,322.03,41009,5803.81,41003,276.64,41002,320.87,40983,797.81598,,
41004,2392.54,40973,832.86,40991,5854.89,41001,8042.8,40990,1392.78,40991,194.637,41001,326.39,41004,5859.73,41002,278.64,41001,325.1,40982,792.57318,,
41003,2398.46,40970,837.82,40990,5845.65,40998,8008,40989,1402.89,40990,194.4209,40998,323.51,41003,5882.2,41001,279.66,40998,323.29,40981,788.3454,,
41002,2458.98,40969,831.54,40989,5891.95,40997,7911,40988,1405.52,40989,194.4352,40997,321.09,41002,5900.23,40998,276.83,40997,321.45,40980,775.34082,,
41001,2501.18,40968,835.96,40988,5891.41,40996,7980.8,40987,1409.75,40988,194.3437,40996,325.62,41001,5897.71,40997,275.47,40996,326.69,40977,775.65588,,
40998,2477.28,40967,838.48,40987,5961.11,40995,8140.3,40984,1404.17,40987,194.4046,40995,328.99,40998,5895.13,40996,276.99,40995,330.94,40976,773.9588,,
40997,2452.74,40966,835.25,40984,5965.58,40994,8224.7,40983,1402.6,40984,194.0823,40994,330.23,40997,5899.24,40995,278.4,40994,331.51,40975,756.86011,,
40996,2496.68,40963,834.29,40983,5940.72,40991,8281.8,40982,1394.28,40983,194.5038,40991,326.19,40996,5906.95,40994,278.43,40991,329.45,40974,750.7627,,
40995,2525.21,40962,829.35,40982,5945.43,40990,8353.6,40981,1395.95,40982,194.6544,40990,326.92,40995,5899.53,40991,277.06,40990,329.07,40973,776.72137,,
40994,2539.87,40961,825.4,40981,5955.91,40989,8490.9,40980,1371.09,40981,195.2169,40989,330.78,40994,5894.47,40990,277.46,40989,333.7,40970,782.06842,,
40991,2525.43,40960,816.29,40980,5892.75,40988,8567.5,40977,1370.87,40980,195.4053,40988,332.05,40991,5890.68,40989,279.74,40988,334.37,40969,780.07861,,
40990,2530.22,40959,819.03,40977,5887.49,40987,8591.8,40976,1365.91,40977,195.3987,40987,336.12,40990,5905.7,40988,279.76,40987,336.78,40968,770.2063,,
40989,2567.58,40956,810.45,40976,5859.73,40984,8486.3,40975,1352.63,40976,195.2438,40984,336.17,40989,5932.04,40987,281.87,40984,336.2,40967,771.5459,,
40988,2576.61,40955,800.25,40975,5791.41,40983,8426.7,40974,1343.36,40975,194.9263,40983,335.1,40988,5934.07,40984,282.55,40983,334.64,40966,769.26892,,
40987,2608.42,40954,802.96,40974,5765.8,40982,8391.1,40973,1364.33,40974,194.7031,40982,333.2,40987,5932.21,40983,283.53,40982,332,40963,772.97223,,
40984,2608.3,40953,786.8,40973,5874.82,40981,8376.8,40970,1369.63,40973,195.0658,40981,331.49,40984,5922.56,40982,282.42,40981,330.66,40962,768.1098,,
40983,2593.97,40952,781.68,40970,5911.13,40980,8180.2,40969,1374.09,40970,195.3548,40980,326.1,40983,5915.04,40981,282.79,40980,324.48,40961,771.8399,,
40982,2574.79,40949,779.07,40969,5931.25,40977,8282.7,40968,1365.68,40969,194.8678,40977,326.03,40982,5912.33,40980,276.46,40977,325.48,40960,778.4245,,
40981,2556.82,40948,784.49,40968,5871.51,40976,8307.4,40967,1372.18,40968,194.3299,40976,325.11,40981,5894.58,40977,277.91,40976,324.14,40959,782.2594,,
40980,2514.97,40947,782.34,40967,5927.91,40975,8161.8,40966,1367.59,40967,193.9055,40975,319.64,40980,5874.85,40976,274.33,40975,319.14,40956,772.17151,,
40977,2515.95,40946,772.77,40966,5915.55,40974,8166.6,40963,1365.74,40966,193.6251,40974,317.53,40977,5859.62,40975,271.89,40974,317.09,40955,762.21552,,
40976,2514.22,40945,769.85,40963,5935.13,40973,8453.5,40962,1363.46,40963,193.1699,40973,325.64,40976,5845.59,40974,269.59,40973,328.22,40954,763.81781,,
40975,2460.77,40942,760.69,40962,5937.89,40970,8563.4,40961,1357.66,40962,192.956,40970,327.85,40975,5824.54,40973,274.61,40970,330.12,40953,760.52393,,
40974,2443.52,40941,762.45,40961,5916.55,40969,8547.7,40960,1362.21,40961,192.7671,40969,326.55,40974,5830.99,40970,277.83,40969,328.88,40952,762.14819,,
40973,2529.86,40940,757.96,40960,5928.2,40968,8465.9,40956,1361.23,40960,192.6267,40968,324.25,40973,5865.78,40969,276.25,40968,326.62,40949,758.67963,,
40970,2546.16,40939,755.27,40959,5945.25,40967,8526.7,40955,1358.04,40959,192.4656,40967,325.55,40970,5868.7,40968,273.72,40967,327.54,40948,769.80682,,
40969,2548.66,40938,757.01,40956,5905.07,40966,8537.2,40954,1343.23,40956,192.2464,40966,324.98,40969,5850.15,40967,274.23,40966,327.42,40947,767.20343,,
40968,2512.11,40935,761.13,40955,5885.38,40963,8527.7,40953,1350.5,40955,192.2681,40963,324.91,40968,5912.66,40966,273.24,40963,328.96,40946,766.73059,,
40967,2519.72,40934,764.61,40954,5892.16,40962,8527.7,40952,1351.77,40954,192.3802,40962,326.22,40967,5800.45,40963,273.42,40962,326.6,40945,766.30371,,
40966,2513.06,40933,767.4,40953,5899.87,40961,8657,40949,1342.64,40953,192.5127,40961,326.77,40966,5780.5,40962,274.74,40961,329.69,40942,768.71521,,
40963,2523.69,40932,757.4,40952,5905.7,40960,8767.1,40948,1351.95,40952,192.4246,40960,330.51,40963,5765.28,40961,275.58,40960,333.38,40941,757.62421,,
40962,2508.08,40931,756.79,40949,5852.39,40959,8818.1,40947,1349.96,40949,192.1482,40959,332.58,40962,5747.09,40960,275.41,40959,335.37,40940,754.82532,,
40961,2519,40928,755.47,40948,5895.47,40956,8657,40946,1347.05,40948,192.0693,40956,327.93,40961,5735.64,40959,276.71,40956,330.06,40939,737.91937,,
40960,2541.6,40927,740.68,40947,5875.93,40955,8558.1,40945,1344.33,40947,192.0839,40955,325.18,40960,5728.81,40956,276.02,40955,324.67,40938,732.82672,,
40959,2550.28,40926,734.98,40946,5890.26,40954,8741.6,40942,1344.9,40946,192.123,40954,322.86,40959,5706.74,40955,276.77,40954,324.16,40935,743.35199,,
40956,2520.31,40925,731.53,40945,5892.2,40953,8771.9,40941,1325.54,40945,192.3708,40953,321.87,40956,5685.35,40954,273.4,40953,323.48,40934,750.31488,,
40955,2489.35,40924,725.24,40942,5901.07,40952,8788.3,40940,1324.09,40942,192.0527,40952,322.61,40955,5658.11,40953,270.71,40952,325.59,40933,737.83197,,
40954,2493.96,40921,734.6,40941,5796.07,40949,8797.1,40939,1312.41,40941,192.2383,40949,320.09,40954,5681.11,40952,270.43,40949,324.82,40932,738.79791,,
40953,2488.29,40920,727.15,40940,5790.72,40948,8902.1,40938,1313.01,40940,191.8759,40948,325.12,40953,5678.64,40949,269.04,40948,330.37,40931,743.10449,,
40952,2491.54,40919,733.47,40939,5681.61,40947,8849.3,40935,1316.33,40939,191.2374,40947,325.33,40952,5679.96,40948,270.89,40947,329.95,40928,737.89789,,
40949,2480.76,40918,731.93,40938,5671.09,40946,8846.9,40934,1318.43,40938,190.866,40946,325.97,40949,5669.45,40947,271.19,40946,328.2,40927,739.37939,,
40948,2522.34,40914,729.6,40935,5733.45,40945,8835.3,40933,1326.05,40935,190.7675,40945,325.06,40948,5686.35,40946,270.14,40945,327.39,40926,726.59772,,
40947,2512.92,40913,736.28,40934,5795.2,40942,8861.2,40932,1314.65,40934,190.0634,40942,326.33,40947,5690.85,40945,272.69,40942,328.44,40925,726.9566,,
40946,2514.12,40912,742.99,40933,5723,40941,8772.3,40931,1316,40933,189.1962,40941,323.06,40946,5676.39,40942,272.6,40941,323.84,40924,717.07758,,
40945,2507.89,40907,728.61,40932,5751.9,40940,8696.6,40928,1315.38,40932,188.9227,40940,325.15,40945,5671.44,40941,267.44,40940,322.14,40921,710.16479,,
40942,2515.15,40906,722.12,40931,5782.56,40939,8509.2,40927,1314.5,40931,189.0249,40939,318.47,40942,5680,40940,265.95,40939,315,40920,712.79401,,
40941,2478.15,40905,721.45,40928,5728.55,40938,8517,40926,1308.04,40928,188.8176,40938,315.63,40941,5655.3,40939,263.24,40938,312.63,40919,710.22937,,
40940,2470.79,40904,724.25,40927,5741.15,40935,8657.3,40925,1293.67,40927,188.6425,40935,319.36,40940,5612.49,40938,261.95,40935,318.62,40918,711.50061,,
40939,2416.66,40903,726.44,40926,5702.37,40934,8713.8,40921,1289.09,40926,188.8004,40934,322.82,40939,5580.44,40935,264.32,40934,320.31,40917,694.90198,,
40938,2404.62,40899,723.12,40925,5693.95,40933,8555.4,40920,1295.5,40925,188.7631,40933,319.44,40938,5564.03,40934,263.93,40933,314.27,40913,701.01569,,
40935,2436.62,40898,725.68,40924,5657.44,40932,8591.4,40919,1292.48,40924,188.8138,40932,320.97,40935,5578.51,40933,265.66,40932,314.53,40912,710.6311,,
40934,2460.4,40897,718.49,40921,5636.64,40931,8619.6,40918,1292.08,40921,188.6857,40931,323.02,40934,5557.21,40932,263.47,40931,317.83,40911,720.74811,,
40933,2421.12,40896,716.38,40920,5662.42,40928,8561.9,40917,1280.7,40920,188.5749,40928,320.31,40933,5520.42,40931,263.4,40928,315.89,40910,714.21588,,
40932,2432.07,40893,723.56,40919,5670.82,40927,8603.8,40914,1277.81,40919,187.574,40927,320.48,40932,5509.83,40928,264.44,40927,315.94,40906,692.4259,,
40931,2441.44,40892,725.02,40918,5696.7,40926,8420.7,40913,1281.06,40918,186.7674,40926,315.52,40931,5481.1,40927,265.29,40926,309.09,40905,683.23322,,
40928,2426.96,40891,736.98,40917,5612.26,40925,8535.3,40912,1277.3,40917,186.654,40925,315.64,40928,5456.01,40926,262.66,40925,309.61,40904,691.7558,,
40927,2435.04,40890,740.71,40914,5649.68,40924,8449.6,40911,1277.06,40914,186.3218,40924,313.23,40927,5446.75,40925,260.83,40924,306.01,40900,691.71301,,
40926,2390.64,40889,746.69,40913,5624.26,40921,8450.6,40907,1257.6,40913,186.65,40921,309.28,40926,5411.16,40924,259.52,40921,303.07,40899,686.44513,,
40925,2396.63,40886,738.12,40912,5668.45,40920,8427,40906,1263.02,40912,186.9536,40920,310.3,40925,5418.43,40921,258.54,40920,304.54,40898,678.34528,,
40924,2361.56,40885,745.11,40911,5699.91,40919,8426.8,40905,1249.64,40911,187.2685,40919,311.65,40924,5391.53,40920,257.97,40919,303.41,40897,683.78363,,
40921,2338.01,40884,749.63,40907,5572.28,40918,8472.9,40904,1265.43,40907,187.5283,40918,315.5,40921,5388.8,40919,259.08,40918,303.35,40896,665.04608,,
40920,2345.85,40883,738.01,40906,5566.77,40917,8278.9,40900,1265.33,40906,187.652,40917,311.76,40920,5371.38,40918,257.86,40917,296.66,40893,665.06232,,
40919,2339.51,40882,748.61,40905,5507.4,40914,8289.1,40899,1254,40905,187.4348,40914,311.11,40919,5358.26,40917,254.39,40914,298.84,40892,668.65771,,
40918,2347.47,40879,744.14,40900,5512.7,40913,8329.6,40898,1243.72,40900,186.9256,40913,311.92,40918,5345.02,40914,255.05,40913,299.45,40891,662.83978,,
